author,expression,title,edition,placeOfPublication,yearOfPublication,langCode
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37713604h#Expression,"Choses vues : souvenirs, journaux, cahiers, 1830-1885","[Paris] : Gallimard , 2001",[Paris],2001,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb389432829#Expression,"Ma chère Adèle : correspondance et récit de voyage, Victor Hugo à Dunkerque, Gravelines, Calais, Boulogne, Etaples, Montreuil","Boulogne-sur-Mer : C. Navarro , 2003",Boulogne-sur-Mer,2003,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb455556796#Expression,Aubade : à 3 voix égales,"[Paris] : Ch. Gambogi et Cie , [1869]",[Paris],1869,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45390574g#Expression,"Chansons de Gramadoch : extraites d'une musique de scène pour ""Cromwell""","[Paris] : [Henry Barraud] , [1935]",[Paris],1935,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37425403s#Expression,Journal : 1830-1848,"Westport : Greenwood press , 1970",Westport,1970,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb31620904t#Expression,Les misérables I,"Philadelphia : G. Barrie and son , cop. 1893",Philadelphia,1893,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb373920215#Expression,Ecrits sur la peine de mort,"Arles : Actes sud , 1985",Arles,1985,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb41009925m#Expression,Napoléon le Petit,"Arles : Actes Sud , impr. 2007",Arles,2007,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47658960s#Expression,Les fusillés : [choeur à 4 voix mixtes et piano],", [2021]",,[2021],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb388649832#Expression,Politique,"Paris : R. Laffont , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb41453287h#Expression,Histoire d'un crime : déposition d'un témoin...,"Angoulême : Éd. Abeille et Castor , DL 2009",Angoulême,2009,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38660886h#Expression,"La Esméralda, opéra en 4 actes, musique de Melle Louise Bertin...","Bruxelles : E. Laurent , 1838",Bruxelles,1838,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb443098091#Expression,Victor Hugo,"Lyon : Fage éditions , DL 2015",Lyon,2015,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30625389f#Expression,"La Légende des siècles, par Victor Hugo. [1re série. Histoire. Les Petites épopées.]","Lausanne : impr. de A. Larpin , 1859",Lausanne,1859,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38594473g#Expression,"L'idée européenne, l'internationalisme, la diplomatie de 1871 à 1914 : [émission diffusée le 15 avril 1967]",", 1999",,1999,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38959486w#Expression,La peine de mort,"Paris : Éd. Biotop , 2001",Paris,2001,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30625652x#Expression,"Proscritto, corsaro di Venezia, dramma in 4 atti... - Le Proscrit, ou le Corsaire de Venise, poème en 4 actes de MM. Escudier frères [d'après le drame de V. Hugo], musique d'""Hernani"", de G. Verdi","Paris : impr. de Lange Lévy , 1846",Paris,1846,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43252116d#Expression,La chasse du burgrave : scène pour mezzo-soprano,"Paris : S. Richault , [1854]",Paris,1854,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47508025k#Expression,Chanson N°2,"Paris : A. Quinzard &Cie , [1892]",Paris,1892,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb388192343#Expression,Voyages,"Paris : R. Laffont , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb306255817#Expression,"Notre-Dame de Paris, drame en 3 actes et en 7 tableaux, tiré du roman de M. Victor Hugo, par Dubois,... [Paris, Temple, 1er juin 1832.]","Paris et Versailles : les libraires marchands de nouveautés , 1838",Paris et Versailles,1838,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38949086k#Expression,"Victor Hugo, impressions de voyages en Champagne-Ardenne","Buxieres-lès-Villiers : Castor & Pollux , 2002",Buxieres-lès-Villiers,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb36654963m#Expression,Lettres inédites à Juliette Droüet : 1873,"[Neuilly-sur-Seine] : P. Zoummeroff , 1992",[Neuilly-sur-Seine],1992,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb46019222j#Expression,Rigoletto : opéra en tres actos,"[S.l.] : [La Habana], consejo provincial de cultura , 1961",[S.l.],1961,http://id.loc.gov/vocabulary/iso639-2/spa
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb41229694c#Expression,L'exilé,"[Lussas] : Doc net [éd., distrib.] , [DL 2008]",[Lussas],2008,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47389456h#Expression,"O ma charmante : mélodie, mélodie, duetto","[S.l.] : [s.n.] , [1888]",[S.l.],1888,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45467200b#Expression,Chanson de pirates : [choeur à 4 voix d'hommes],"[S.l.] : [s.n.] , [1886]",[S.l.],1886,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47339944v#Expression,Sara la baigneuse : orientale,"[S.l.] : [s.n.] , [1859]",[S.l.],1859,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb485790184#Expression,"Ecce paris, ecce homo : cantate pour choeur d'enfants & orchestre",Villemer : les Éditions musicales Artchipel,Villemer,2022,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43814472d#Expression,Voyage aux Pyrénées : de Bordeaux à Gavarnie en passant par le Pays basque,"Pau : Éd. Cairn , impr. 2014",Pau,2014,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb443098091#Expression,Victor Hugo,"Lyon : Fage éditions , DL 2015",Lyon,2015,http://id.loc.gov/vocabulary/iso639-2/eng
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb31285069p#Expression,Hommage des enfants à Victor Hugo : [chanson de grand-père de Victor Hugo. Poème musical de Marcel Caminet. Choeur de C. Saint-Saëns.],"Paris : Durand , (s. d.)",Paris,(s. d.),http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47553474q#Expression,Faisons un rêve : mélodie,"Paris : Gambogi frères , [18..]",Paris,[18..],http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb48624488b#Expression,"Le géant : ballade pour voix de basse, [chant seul]","Paris : Hachette & Cie , [190.?]",Paris,[190.?],http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42847202w#Expression,"La captive : rêverie pour mezzo-soprano ou contralto, oeuvre 12","Paris : S. Richault , [s.d.]",Paris,[s.d.],http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb485345112#Expression,"La captive : chant tiré des ""Orientales"" de Victor Hugo, [chant et piano]","Paris : S. Richault, Éditeur de musique , [1838]",Paris,1838,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb431239805#Expression,Le réveil : mélodie pour ténor ou soprano,"Paris : M. Colombier , [DL 1870]",Paris,1870,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44392416c#Expression,La cloche : mélodie,"Paris : A. Durand & Fils , [1895]",Paris,1895,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44256547w#Expression,Chanson d'ancêtre : pour baryton solo et choeur d'hommes,"Paris : A. Durand et fils , [DL 1901]",Paris,1901,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47337098t#Expression,Les travaux d'Hercule : opéra bouffe en trois actes,"Paris : l'Illustration , [1901]",Paris,1901,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38927898w#Expression,Quatre douzaines d'hortensias,"Paris : Florès éd. d'art , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38820711v#Expression,Le droit et la loi et autres textes citoyens,"Paris : 10-18 , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45703512g#Expression,Trajectoire incalculable : dictionnaire des métaphores et autres définitions péremptoires,"Paris : Qupé , DL 2019",Paris,2019,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb458004161#Expression,L'Homme curieux,"Paris : Editions BnF , 2019",Paris,2019,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37695281t#Expression,"Victor Hugo, l'exil : ""L'archipel de la Manche""","Paris : Hazan , 2001",Paris,2001,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb456331495#Expression,Questions de vie : pour chœur mixte et accordéon,"Paris : Gérard Billaudot Éditeur , 2018",Paris,2018,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38661102z#Expression,"Victor Hugo, correcteur d'épreuves : lettres inédites sur les Contemplations","Paris : La revue hebdomadaire , 1912",Paris,1912,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34780534g#Expression,Le Rhin : lettres à un ami,"Paris : Impr. nationale , 1985",Paris,1985,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb31373762p#Expression,"Les Hures-Graves, trifouillis en vers... et contre les Burgraves, parodie en 3 actes, par MM. Dumanoir, Siraudin et Clairville. [Paris, Palais-royal, 21 mars 1843.]","Paris : C. Tresse , 1843",Paris,1843,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb307358389#Expression,"Les Buses-graves, parodie des ""Burgraves"", en 3 actes et en vers, par MM. Dupeuty et E. Langlé... [Paris, Variétés, 22 mars 1843.]","Paris : Tresse , 1843",Paris,1843,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30625308m#Expression,L'année terrible,"Paris : Michel Lévy frères : Librairie nouvelle , 1872",Paris,1872,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb457883196#Expression,"L'art et le peuple : choeur à 4 voix d'hommes (sans accompagnement), op. 39","Paris : J. Hamelle , [1894]",Paris,1894,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30625501r#Expression,Le Lendemain du dernier jour d'un condamné. [Par Joël Cherbuliez.],"Paris : T. Ballimore , 1829",Paris,1829,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42869247r#Expression,Nuit d'été : (pour soprano ou ténor),"Paris : A. Vialon , [1856]",Paris,1856,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb31059006s#Expression,"Théâtre, avec études et analyses...","Paris , (1900)",Paris,1900,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45378107r#Expression,"Chanson d'ancêtre : [pour baryton solo et choeur d'hommes], op. 53, no 2","Paris : Durand, Schoenewerk et Cie , [1878]",Paris,1878,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb455314093#Expression,"Chanson d'ancêtre : [choeur], op. 53, no 2","Paris : Durand, Schoenewerk et Cie , [1878]",Paris,1878,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45350883f#Expression,Aux morts pour la Patrie : [choeur à 4 voix mixtes],"Paris : Alphonse Leduc et Cie. , cop. 1954",Paris,1954,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42123149p#Expression,Histoire d'un crime : déposition d'un témoin,"Paris : la Fabrique éd. , impr. 2009",Paris,2009,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43581695t#Expression,Victor Hugo à Guernesey : exil et asile,"Paris : Belin , DL 2013",Paris,2013,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30625078z#Expression,Les feuilles d'automne,"Paris : E. Renduel , 1834",Paris,1834,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb31280433k#Expression,L'homme qui pleure,"Paris : F. Roy , 1869",Paris,1869,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb475424252#Expression,"Trois mélodies pour baryton 1 : op. 28, [chant et piano]","Paris : J. Maho, Éditeur , [1876]",Paris,1876,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb475426050#Expression,Deux duos pour soprano et contralto : op. 30,"Paris : J. Maho, Éditeur , [1876]",Paris,1876,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47542667j#Expression,"Trois mélodies pour baryton 2 : op. 28, [chant et piano]","Paris : J. Maho, Éditeur , [1876]",Paris,1876,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb442559870#Expression,Trois mélodies pour baryton 1 : op. 28,"Paris : J. Maho , [ca 1876]",Paris,1876,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb306256491#Expression,"Le Proscrit, ou le Corsaire de Venise, grand opéra en 4 actes, poëme de MM. Escudier frères [sur la donnée de ""Hernani"", de V. Hugo], musique d'""Ernani"", de G. Verdi. [Venise, mars 1844 ; Paris, Théâtre-italien, 6 janvier 1846.]","Paris : Bureau central de musique , 1845",Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb312797054#Expression,"Discours prononcés dans la séance publique tenue par l'Académie française pour la réception de M. Sainte-Beuve, le 27 février 1845","Paris : Firmin-Didot frères , 1845",Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb312827556#Expression,"Institut royal de France. Discours prononcés dans la séance publique tenue par l'Académie française, pour la réception de M. Saint-Marc Girardin, le 16 janvier 1845 [par le récipiendaire et M. Victor Hugo]","Paris : impr. de Firmin-Didot frères , 1845",Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47505309f#Expression,Chanson N°1,"Paris : Au Ménestrel, Henri Heugel , [1886]",Paris,1886,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47505331m#Expression,Chanson N°1 bis,"Paris : Au Ménestrel, Henri Heugel , [1886]",Paris,1886,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47542435c#Expression,Six mélodies pour chant avec accompagnement de piano 3 : op. 22,"Paris : Durand, Schoenewerk et Cie, Éditeurs , [1875]",Paris,1875,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47542842r#Expression,Six mélodies pour chant avec accompagnement de piano 4 : op. 22,"Paris : Durand, Schoenewerk et Cie, Éditeurs , [1875]",Paris,1875,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb430972736#Expression,Nouvelle chanson sur un vieil air : [chant et piano],"Paris : Loret fils et H. Freytag , [1897]",Paris,1897,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb347681299#Expression,Les Pyrénées,"Paris : Encre , 1984",Paris,1984,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47548967t#Expression,Correspondance familiale et écrits intimes,Paris : Classiques Garnier,Paris,2024,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44869196z#Expression,La Chanson des lavandières. Duettino pour soprano et mezzo-soprano [avec accompagnement de piano]. Poésie de Victor Hugo,"Paris : E. Saint-Hilaire , [1861]",Paris,1861,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb314185790#Expression,"Langue musicale universelle inventée par François Sudre, également inventeur de la téléphonie...","Paris : la Vve de l'auteur et G. Flaxland , 1866",Paris,1866,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42942658k#Expression,Deux airs pour Cromwell de Victor Hugo : [pour chant et piano],"Paris : Heugel , 1935",Paris,1935,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45521667m#Expression,Le chant du tournoi : ballade de Victor Hugo,"Paris : F. Durdilly , [1898]",Paris,1898,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47352916b#Expression,La légende des siècles,"Paris : Flammarion , DL 2023",Paris,2023,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb36640657p#Expression,Lettres de Victor Hugo à Léonie Biard,"Paris : C. Blaizot , 1990",Paris,1990,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34031709t#Expression,Napoléon le Petit,"Paris : C. Lévy (ancienne maison M. L. Lévy) , 1879",Paris,1879,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43188288f#Expression,"La pauvre fleur : mélodie pour contratto ou baryton, [chant et piano]","Paris : L. Beau, Éditeur , [1882]",Paris,1882,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30525547w#Expression,"Les esclaves, : étude de moeurs contemporaines","Paris : Gaittet , 1862",Paris,1862,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30952653p#Expression,Les vrais misérables,"Paris : Humbert , 1862",Paris,1862,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb456867007#Expression,Aubade : à 4 voix d'hommes,"Paris : Paul Dupont , [1891]",Paris,1891,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47494940p#Expression,"L'aurore s'allume : romance, [chant et piano]","Paris : Petit Ainé, Éditeur , [1863]",Paris,1863,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb370174548#Expression,Waterloo,"Arles : B. Coutaz , 1992",Arles,1992,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb300664721#Expression,Théophile Gautier,"Paris : Poulet-Malassis et de Broise , 1859",Paris,1859,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb32263264r#Expression,"II Reno, lettere ad un amico. Prima traduzione integrale di Renato Colantuoni","Milano, A. Barion , 1931. In-16 (190 x 130), 495 p. [Acq. 309453] -XcE-","Milano, A. Barion",1931,http://id.loc.gov/vocabulary/iso639-2/ita
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb32263159w#Expression,Notre-Dame de Paris,"Paris, Hachette , 1861-1862. 2 vol. in-12","Paris, Hachette",1861/1862,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb32263284c#Expression,"Ruy Blas, dramat w 5-ciu aktach, przełożył Gabriel Karski","(Warszawa), Państwowy Instytut wydawniczy , (1955). In-16, 188 p., couv. ill. [Don 1852-57] -XcTh-","(Warszawa), Państwowy Instytut wydawniczy",1955,http://id.loc.gov/vocabulary/iso639-2/pol
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb307392091#Expression,"Guerre au cléricalisme. Le Christ au Vatican, célèbre poème satirique attribué à Victor Hugo. [Par Jean Laplanche.]","Marseille : J. Laplanche , (s. d.)",Marseille,(s. d.),http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb31472540r#Expression,"Notre-Dame'in kamburu [""Notre Dame de Paris""]... 2nci baskı","Istanbul , (s. d.)",Istanbul,(s. d.),http://id.loc.gov/vocabulary/iso639-2/tur
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb325168789#Expression,Victor Hugo,"Paris, P. Seghers ; (Villiers-le-Bel, Impr. spéciale de l'édition) , 1952. In-16, 224 p., pl., portr., fac-sim., couv. ill. 390 fr. [D. L. 8963-52] -Xb-XcP-","Paris, P. Seghers. - (Villiers-le-Bel, Impr. spéciale de l'édition)",1952,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb32263197f#Expression,Notre Dame de Paris. @ .],"@  , 1952. - In-8° (22 cm), 400 p., ill., pl., portr. h. t. [Don 2869-58]", @ ,1952,http://id.loc.gov/vocabulary/iso639-2/ukr
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb476401206#Expression,Dans les ruines d'une abbaye,Lyon : Éditions À coeur joie,Lyon,2024,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb322632982#Expression,Les travailleurs de la mer,"[Paris] : Hachette , 1955",[Paris],1955,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb32263165t#Expression,Notre-Dame de Paris,"Paris : le Club français du livre , 1948",Paris,1948,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb32263186s#Expression,Notre-Dame de Paris,"Paris : F. Nathan , 1953",Paris,1953,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44232246b#Expression,L'archipel de la Manche,"La Rochelle : la Découvrance , 2014",La Rochelle,2014,http://id.loc.gov/vocabulary/iso639-2/fre
